entry_time,exit_time,direction,r_multiple,exit_reason,initial_risk
2022-01-26 09:45:00-05:00,2022-01-26 10:15:00-05:00,1,-1.0176799615205399,stop,6.248335556440907
2022-01-31 09:50:00-05:00,2022-01-31 10:05:00-05:00,1,3.980120966479029,target,5.608787619643408
2022-02-04 09:45:00-05:00,2022-02-04 09:50:00-05:00,1,-1.0146679217422456,stop,7.646301434343513
2022-02-07 09:50:00-05:00,2022-02-07 09:55:00-05:00,1,-1.0249669966271189,stop,4.512854504722782
2022-02-09 09:45:00-05:00,2022-02-09 09:50:00-05:00,1,-1.0409920603685197,stop,2.788603898213296
2022-02-11 09:45:00-05:00,2022-02-11 09:55:00-05:00,1,-1.023427694766735,stop,4.813212218145054
2022-02-15 09:45:00-05:00,2022-02-15 09:50:00-05:00,1,-1.019725467643757,stop,5.654056840629892
2022-03-16 09:45:00-04:00,2022-03-16 09:50:00-04:00,1,-1.0218944090599509,stop,4.933079075775822
2022-03-17 09:45:00-04:00,2022-03-17 10:00:00-04:00,1,3.9777921785308523,target,4.916142108987515
2022-03-18 09:50:00-04:00,2022-03-18 09:55:00-04:00,1,-1.022542367948171,stop,4.8810024708473065
2022-04-07 10:00:00-04:00,2022-04-07 10:05:00-04:00,1,-1.0253242500401174,stop,4.428401478094202
2022-04-12 09:45:00-04:00,2022-04-12 10:30:00-04:00,1,-1.0210904950873585,stop,5.274811647846946
